Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19500126.48.1,Summary,1950-01-26,18:00:00,3,Texas,-,-,2,0,2,133,4.7,Brooks,-,-,-,-,-,-,-,-,-,-,-,-,,26.88,-98.12,26.88,-98.05,1,,7,Unmodified
19500211.48.2,Summary,1950-02-11,13:10:00,3,Texas,-,-,2,0,0,400,9.9,Brazoria,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.42,-95.25,29.52,-95.13,1,,8,Unmodified
19500211.48.3,Summary,1950-02-11,13:50:00,3,Texas,-,-,3,1,12,1000,12,Harris,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.67,-95.05,29.83,-95,1,,9,Unmodified
19500211.48.4,Summary,1950-02-11,21:00:00,3,Texas,-,-,2,0,5,100,4.6,Smith,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,32.35,-95.2,32.42,-95.2,1,,10,Unmodified
19500211.48.5,Summary,1950-02-11,23:55:00,3,Texas,-,-,2,0,6,67,4.5,Cass,Morris,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,32.98,-94.63,33,-94.7,1,,11,Unmodified
19500212.48.6,Summary,1950-02-12,00:30:00,3,Texas,-,-,2,1,8,833,8,Bowie,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.33,-94.42,33.45,-94.42,1,,12,Unmodified
19500212.48.7,Summary,1950-02-12,01:15:00,3,Texas,-,-,1,0,0,233,2.3,Erath,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.08,-98.35,32.1,-98.33,1,,13,Unmodified
19500212.48.8,Summary,1950-02-12,06:10:00,3,Texas,-,-,2,0,0,100,3.4,Limestone,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.52,-96.55,31.57,-96.55,1,,14,Unmodified
19500212.48.9,Summary,1950-02-12,11:57:00,3,Texas,-,-,1,0,32,100,7.7,Shelby,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.8,-94.2,31.88,-94.12,1,,15,Unmodified
19500212.48.10,Summary,1950-02-12,12:00:00,3,Texas,-,-,3,3,15,50,1.9,Shelby,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.8,-94.2,31.8,-94.18,1,,18,Unmodified
19500428.48.11,Summary,1950-04-28,18:00:00,3,Texas,-,-,4,5,5,233,1.3,Callahan,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,32.42,-99.5,32.42,-99.48,1,,59,Unmodified
19500429.48.12,Summary,1950-04-29,15:30:00,3,Texas,-,-,1,0,0,200,11.5,Comanche,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.9,-98.6,31.73,-98.6,1,,63,Unmodified
19500504.48.13,Summary,1950-05-04,20:30:00,3,Texas,-,-,2,1,13,50,1.9,Ochiltree,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.4,-100.8,36.42,-100.77,1,,74,Unmodified
19500514.48.14,Summary,1950-05-14,16:00:00,3,Texas,-,-,1,0,0,100,1,Fort Bend,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.53,-95.45,-,-,1,,101,Unmodified
19500515.48.15,Summary,1950-05-15,00:01:00,3,Texas,-,-,2,0,0,10,18,Kendall,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.78,-98.83,29.67,-98.57,1,,104,Unmodified
19500525.48.16,Summary,1950-05-25,16:30:00,3,Texas,-,-,1,0,0,880,3,Dawson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.67,-101.88,32.65,-101.85,1,,118,Unmodified
19500529.48.17,Summary,1950-05-29,17:00:00,3,Texas,-,-,1,0,0,267,3.4,Denton,-,-,-,-,-,-,-,-,-,-,-,-,,33.35,-96.92,33.3,-96.92,1,,120,Unmodified
19500605.48.18,Summary,1950-06-05,15:55:00,3,Texas,-,-,3,0,6,67,23.9,Washington,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,30.18,-96.4,30.02,-96.05,1,,128,Unmodified
19500605.48.19,Summary,1950-06-05,16:00:00,3,Texas,-,-,1,0,2,10,23.7,Austin,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,29.9,-96.4,29.72,-96.07,1,,129,Unmodified
19500619.48.20,Summary,1950-06-19,20:40:00,3,Texas,-,-,0,0,0,167,15.8,Hartley,-,-,-,-,-,-,-,-,-,-,-,-,,36.08,-102.53,36.08,-102.25,1,,144,Unmodified
19510328.48.1,Summary,1951-03-28,05:10:00,3,Texas,-,-,1,0,0,17,0.5,Houston,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.37,-95.6,-,-,1,,16,Unmodified
19510420.48.2,Summary,1951-04-20,15:10:00,3,Texas,-,-,2,0,0,17,1.5,Wichita,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.92,-98.45,-,-,1,,22,Unmodified
19510509.48.3,Summary,1951-05-09,17:00:00,3,Texas,-,-,2,0,0,33,4.9,Wichita,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.93,-98.68,33.93,-98.77,1,,50,Unmodified
19510515.48.4,Summary,1951-05-15,18:30:00,3,Texas,-,-,1,0,0,10,0.1,Castro,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.5,-102.3,-,-,1,,63,Unmodified
19510518.48.5,Summary,1951-05-18,15:45:00,3,Texas,-,-,4,2,100,200,2,Young,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.42,-98.75,-,-,1,,66,Unmodified
19510524.48.6,Summary,1951-05-24,17:00:00,3,Texas,-,-,1,1,0,20,0.5,Haskell,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.37,-99.9,-,-,1,,83,Unmodified
19510531.48.7,Summary,1951-05-31,16:00:00,3,Texas,-,-,1,0,0,17,0.5,Hutchinson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.77,-101.38,-,-,1,,100,Unmodified
19510606.48.8,Summary,1951-06-06,18:20:00,3,Texas,-,-,1,0,0,10,0.1,Potter,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.23,-101.82,-,-,1,,110,Unmodified
19510606.48.9,Summary,1951-06-06,18:50:00,3,Texas,-,-,0,0,0,10,0.1,Carson,-,-,-,-,-,-,-,-,-,-,-,<$50,,35.62,-101.47,-,-,1,,111,Unmodified
19510606.48.10,Summary,1951-06-06,20:06:00,3,Texas,-,-,3,0,12,100,10.4,Carson,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.43,-101.18,35.32,-101.07,1,,118,Unmodified
19510606.48.11,Summary,1951-06-06,20:40:00,3,Texas,-,-,0,0,0,10,0.1,Gray,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.55,-100.97,-,-,1,,119,Unmodified
19510606.48.12,Summary,1951-06-06,20:50:00,3,Texas,-,-,2,0,0,1760,3.6,Childress,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.43,-100.2,34.43,-100.13,1,,120,Unmodified
19510615.48.13,Summary,1951-06-15,22:20:00,3,Texas,-,-,1,0,6,20,4.9,Taylor,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,32.45,-100.02,32.45,-99.93,1,,141,Unmodified
19510616.48.14,Summary,1951-06-16,00:30:00,3,Texas,-,-,2,0,0,20,14.5,Johnson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.45,-97.42,32.45,-97.17,1,,142,Unmodified
19510702.48.15,Summary,1951-07-02,00:15:00,3,Texas,-,-,2,0,0,20,1,Lamb,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.18,-102.12,-,-,1,,178,Unmodified
19520201.48.1,Summary,1952-02-01,15:00:00,3,Texas,-,-,2,0,0,67,1,Orange,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.08,-93.77,-,-,1,,13,Unmodified
19520302.48.2,Summary,1952-03-02,22:00:00,3,Texas,-,-,0,0,0,10,0.2,Dallas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.97,-96.58,-,-,1,,40,Unmodified
19520317.48.3,Summary,1952-03-17,19:30:00,3,Texas,-,-,1,0,0,33,0.1,Wichita,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.88,-98.58,-,-,1,,46,Unmodified
19520317.48.4,Summary,1952-03-17,20:00:00,3,Texas,-,-,0,0,0,20,0.5,Palo Pinto,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.92,-98.25,-,-,1,,47,Unmodified
19520403.48.5,Summary,1952-04-03,18:00:00,3,Texas,-,-,2,0,1,200,4.9,Grayson,Montague,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.6,-96.7,33.63,-96.63,1,,83,Unmodified
19520418.48.6,Summary,1952-04-18,14:15:00,3,Texas,-,-,1,0,0,200,0.8,Henderson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.22,-95.85,-,-,1,,103,Unmodified
19520421.48.7,Summary,1952-04-21,12:15:00,3,Texas,-,-,4,0,0,200,2.3,McLennan,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.5,-97.45,31.48,-97.42,1,,108,Unmodified
19520430.48.8,Summary,1952-04-30,18:30:00,3,Texas,-,-,3,0,6,100,0.5,Tom Green,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.45,-100.47,-,-,1,,117,Unmodified
19520523.48.9,Summary,1952-05-23,11:40:00,3,Texas,-,-,0,0,1,33,0.5,Henderson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.22,-95.62,-,-,1,,145,Unmodified
19520523.48.10,Summary,1952-05-23,14:30:00,3,Texas,-,-,1,0,1,50,7.1,Tom Green,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.45,-100.48,31.45,-100.37,1,,148,Unmodified
19520605.48.11,Summary,1952-06-05,12:30:00,3,Texas,-,-,1,0,0,33,13.8,Grayson,-,-,-,-,-,-,-,-,-,-,-,<$50,,33.65,-96.75,33.83,-96.65,1,,158,Unmodified
19520812.48.12,Summary,1952-08-12,16:15:00,3,Texas,-,-,1,0,0,50,0.7,Young,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.12,-98.6,-,-,1,,219,Unmodified
19521203.48.13,Summary,1952-12-03,18:15:00,3,Texas,-,-,2,0,4,100,13.3,Trinity,Walker,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.9,-95.3,30.95,-95.08,1,,238,Unmodified
19530219.48.1,Summary,1953-02-19,15:00:00,3,Texas,-,-,1,0,0,10,0.1,Rusk,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.1,-94.6,-,-,1,,16,Unmodified
19530219.48.2,Summary,1953-02-19,17:30:00,3,Texas,-,-,1,0,0,10,0.1,Nacogdoches,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.72,-94.83,-,-,1,,17,Unmodified
19530312.48.3,Summary,1953-03-12,16:30:00,3,Texas,-,-,2,0,2,80,2,Panola,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.17,-94.33,-,-,1,,31,Unmodified
19530313.48.4,Summary,1953-03-13,14:00:00,3,Texas,-,-,4,17,25,50,13.9,Haskell,Knox,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,33.28,-99.95,33.42,-99.78,1,,32,Unmodified
19530428.48.5,Summary,1953-04-28,18:15:00,3,Texas,-,-,3,0,3,200,0.5,Bastrop,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30,-97.17,-,-,1,,105,Unmodified
19530428.48.7,Summary,1953-04-28,20:45:00,3,Texas,-,-,3,1,5,200,4.9,Hays,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,29.55,-98.53,29.58,-98.47,1,,107,Unmodified
19530428.48.6,Summary,1953-04-28,21:00:00,3,Texas,-,-,4,2,15,1760,1,Bexar,-,-,-,-,-,-,-,-,-,-,-,-,,29.57,-98.7,-,-,1,,108,Unmodified
19530511.48.8,Summary,1953-05-11,14:15:00,3,Texas,-,-,4,13,159,880,9.9,Tom Green,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,31.53,-100.58,31.53,-100.42,1,,160,Unmodified
19530511.48.9,Summary,1953-05-11,16:10:00,3,Texas,-,-,5,114,597,583,20.9,McLennan,-,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,31.55,-97.15,31.75,-96.88,1,,162,Unmodified
19530511.48.10,Summary,1953-05-11,18:30:00,3,Texas,-,-,2,0,0,267,9.5,Leon,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.32,-96.22,31.37,-96.07,1,,164,Unmodified
19530516.48.11,Summary,1953-05-16,14:30:00,3,Texas,-,-,3,1,8,10,5.2,Houston,-,-,-,-,-,-,-,-,-,-,-,-,,31.23,-95.57,31.25,-95.65,1,,168,Unmodified
19530518.48.12,Summary,1953-05-18,15:00:00,3,Texas,-,-,0,0,0,10,0.1,Cherokee,-,-,-,-,-,-,-,-,-,-,-,-,,31.8,-95.4,-,-,1,,180,Unmodified
19530531.48.13,Summary,1953-05-31,21:00:00,3,Texas,-,-,1,0,0,10,0.1,Swisher,-,-,-,-,-,-,-,-,-,-,-,-,,34.5,-101.8,-,-,1,,211,Unmodified
19530605.48.14,Summary,1953-06-05,13:30:00,3,Texas,-,-,0,0,0,10,0.1,Collingsworth,-,-,-,-,-,-,-,-,-,-,-,-,,34.85,-100.22,-,-,1,,219,Unmodified
19530619.48.15,Summary,1953-06-19,17:30:00,3,Texas,-,-,1,0,1,10,0.1,Wichita,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34,-98.5,-,-,1,,302,Unmodified
19530715.48.16,Summary,1953-07-15,13:30:00,3,Texas,-,-,1,0,0,10,0.1,Cameron,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,26.25,-97.73,-,-,1,,339,Unmodified
19530715.48.17,Summary,1953-07-15,17:30:00,3,Texas,-,-,2,0,0,10,1,Coke,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.9,-100.63,-,-,1,,341,Unmodified
19530728.48.18,Summary,1953-07-28,10:15:00,3,Texas,-,-,0,0,0,67,1,Nueces,-,-,-,-,-,-,-,-,-,-,-,-,,27.77,-97.42,-,-,1,,352,Unmodified
19530811.48.19,Summary,1953-08-11,17:45:00,3,Texas,-,-,0,0,0,17,4.9,Knox,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.42,-99.8,33.42,-99.72,1,,369,Unmodified
19530811.48.20,Summary,1953-08-11,19:00:00,3,Texas,-,-,2,0,0,880,0.1,Wichita,Clay,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.93,-98.5,33.93,-98.5,1,,370,Unmodified
19530815.48.21,Summary,1953-08-15,14:50:00,3,Texas,-,-,1,0,0,33,0.1,Harris,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.73,-94.98,-,-,1,,371,Unmodified
19530831.48.22,Summary,1953-08-31,20:25:00,3,Texas,-,-,0,0,0,17,0.5,Nueces,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,27.73,-97.83,-,-,1,,377,Unmodified
19530831.48.23,Summary,1953-08-31,20:55:00,3,Texas,-,-,0,0,0,10,0.1,Kimble,-,-,-,-,-,-,-,-,-,-,-,-,,30.48,-99.77,-,-,1,,378,Unmodified
19531023.48.24,Summary,1953-10-23,01:00:00,3,Texas,-,-,1,0,0,100,0.5,Travis,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.3,-97.78,-,-,1,,387,Unmodified
19531023.48.25,Summary,1953-10-23,15:15:00,3,Texas,-,-,2,0,0,100,4.1,Nueces,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,27.83,-97.07,27.87,-97.02,1,,388,Unmodified
19531119.48.26,Summary,1953-11-19,12:50:00,3,Texas,-,-,2,0,0,50,5.6,Anderson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.77,-95.72,31.8,-95.63,1,,396,Unmodified
19531201.48.27,Summary,1953-12-01,19:00:00,3,Texas,-,-,3,0,10,1760,5.1,Guadalupe,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,29.5,-97.93,29.53,-97.87,1,,402,Unmodified
19531202.48.28,Summary,1953-12-02,06:15:00,3,Texas,-,-,3,0,4,100,3.3,Lee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.5,-96.97,30.53,-97,1,,403,Unmodified
19531202.48.29,Summary,1953-12-02,10:30:00,3,Texas,-,-,2,0,0,200,1.5,Wharton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.2,-96.03,-,-,1,,404,Unmodified
19531202.48.30,Summary,1953-12-02,13:35:00,3,Texas,-,-,2,2,5,50,0.1,Washington,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,30.37,-96.18,-,-,1,,405,Unmodified
19531202.48.31,Summary,1953-12-02,14:45:00,3,Texas,-,-,1,0,0,100,2.7,Angelina,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.43,-94.9,31.45,-94.87,1,,406,Unmodified
19531202.48.32,Summary,1953-12-02,15:30:00,3,Texas,-,-,2,0,0,67,0.2,Brazos,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.63,-96.48,-,-,1,,407,Unmodified
19540219.48.1,Summary,1954-02-19,05:20:00,3,Texas,-,-,2,0,2,17,3,Eastland,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.22,-98.68,32.25,-98.65,1,,8,Unmodified
19540219.48.2,Summary,1954-02-19,09:30:00,3,Texas,-,-,1,0,0,17,2.7,Wood,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.95,-95.28,32.98,-95.27,1,,9,Unmodified
19540219.48.3,Summary,1954-02-19,13:30:00,3,Texas,-,-,2,0,7,150,9.5,Montgomery,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,30.32,-95.45,30.45,-95.42,1,,10,Unmodified
19540324.48.4,Summary,1954-03-24,21:30:00,3,Texas,-,-,1,0,4,67,4.9,Collin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.15,-96.82,33.15,-96.73,1,,55,Unmodified
19540411.48.5,Summary,1954-04-11,16:41:00,3,Texas,-,-,0,0,0,10,0.1,Loving,-,-,-,-,-,-,-,-,-,-,-,-,,31.93,-103.73,-,-,1,,110,Unmodified
19540414.48.6,Summary,1954-04-14,15:00:00,3,Texas,-,-,1,0,0,17,2,Fayette,-,-,-,-,-,-,-,-,-,-,-,-,,29.68,-96.92,-,-,1,,111,Unmodified
19540415.48.7,Summary,1954-04-15,09:00:00,3,Texas,-,-,2,0,0,200,1.3,Newton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.67,-93.85,30.67,-93.83,1,,112,Unmodified
19540415.48.8,Summary,1954-04-15,12:00:00,3,Texas,-,-,1,0,0,167,3.3,Harris,-,-,-,-,-,-,-,-,-,-,-,-,,29.85,-95.55,29.85,-95.5,1,,113,Unmodified
19540415.48.9,Summary,1954-04-15,15:00:00,3,Texas,-,-,1,0,0,10,0.1,Bexar,-,-,-,-,-,-,-,-,-,-,-,-,,29.25,-98.33,-,-,1,,115,Unmodified
19540415.48.10,Summary,1954-04-15,17:57:00,3,Texas,-,-,1,0,0,33,1,Matagorda,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.95,-96.08,-,-,1,,117,Unmodified
19540421.48.11,Summary,1954-04-21,14:20:00,3,Texas,-,-,2,0,0,880,1,Pecos,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.03,-102.88,-,-,1,,126,Unmodified
19540421.48.12,Summary,1954-04-21,19:42:00,3,Texas,-,-,0,0,0,10,0.1,Borden,-,-,-,-,-,-,-,-,-,-,-,-,,32.77,-101.43,-,-,1,,127,Unmodified
19540421.48.13,Summary,1954-04-21,20:00:00,3,Texas,-,-,0,0,0,33,2,Dawson,-,-,-,-,-,-,-,-,-,-,-,-,,32.57,-101.97,-,-,1,,128,Unmodified
19540421.48.14,Summary,1954-04-21,21:15:00,3,Texas,-,-,0,0,0,13,1,Garza,-,-,-,-,-,-,-,-,-,-,-,-,,33.07,-101.53,-,-,1,,129,Unmodified
19540427.48.15,Summary,1954-04-27,14:00:00,3,Texas,-,-,1,0,0,17,2,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,32.42,-101.47,-,-,1,,144,Unmodified
19540427.48.16,Summary,1954-04-27,18:30:00,3,Texas,-,-,2,0,0,33,11.5,Runnels,-,-,-,-,-,-,-,-,-,-,-,-,,31.73,-99.95,31.57,-99.95,1,,147,Unmodified
19540428.48.17,Summary,1954-04-28,17:00:00,3,Texas,-,-,1,0,1,100,2,Bosque,-,-,-,-,-,-,-,-,-,-,-,-,,31.78,-97.47,-,-,1,,151,Unmodified
19540429.48.18,Summary,1954-04-29,14:50:00,3,Texas,-,-,1,0,1,10,0.1,Runnels,-,-,-,-,-,-,-,-,-,-,-,-,,31.85,-99.95,-,-,1,,156,Unmodified
19540429.48.19,Summary,1954-04-29,16:40:00,3,Texas,-,-,1,0,0,17,3.6,Jones,-,-,-,-,-,-,-,-,-,-,-,-,,32.62,-99.75,32.65,-99.72,1,,159,Unmodified
19540430.48.20,Summary,1954-04-30,00:30:00,3,Texas,-,-,1,0,0,880,6.1,Hamilton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.85,-97.98,31.92,-97.92,1,,166,Unmodified
19540430.48.21,Summary,1954-04-30,05:37:00,3,Texas,-,-,1,0,0,67,15,Hays,Caldwell,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,29.98,-97.88,30,-97.63,1,,168,Unmodified
19540430.48.22,Summary,1954-04-30,06:10:00,3,Texas,-,-,3,0,6,880,139.9,Travis,Williamson,Milam,Robertson,Leon,Houston,-,-,-,-,-,-,$50K-$500K,,30.42,-97.45,31.48,-95.47,1,,169,Unmodified
19540430.48.23,Summary,1954-04-30,06:30:00,3,Texas,-,-,2,0,2,880,15.8,Lee,Fayette,Washington,-,-,-,-,-,-,-,-,-,$50K-$500K,,30.1,-96.97,30.2,-96.62,1,,170,Unmodified
19540430.48.24,Summary,1954-04-30,07:30:00,3,Texas,-,-,2,0,0,67,1.9,Brazos,-,-,-,-,-,-,-,-,-,-,-,-,,30.63,-96.33,30.65,-96.32,1,,171,Unmodified
19540430.48.25,Summary,1954-04-30,08:00:00,3,Texas,-,-,2,0,25,883,68.8,Trinity,Angelina,Nacogdoches,San Augustine,-,-,-,-,-,-,-,-,$50K-$500K,,31.07,-95.12,31.55,-94.1,1,,172,Unmodified
19540430.48.26,Summary,1954-04-30,10:00:00,3,Texas,Arkansas,-,3,0,1,50,86.3,Morris,Cass,Nevada,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.92,-94.72,33.52,-93.42,2,,174,Unmodified
19540430.48.26,State,1954-04-30,10:00:00,3,Texas,,,3,0,1,50,42.5,Morris,Cass,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.92,-94.72,33.17,-94.05,2,,174,Unmodified
19540430.48.26,State,1954-04-30,11:00:00,3,Arkansas,,,3,0,0,50,43.8,Nevada,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.17,-94.05,33.52,-93.42,2,,174,Unmodified
19540430.48.27,Summary,1954-04-30,10:30:00,3,Texas,Arkansas,-,3,0,2,1760,111.6,Bowie,Little River,Sevier,Howard,Hempstead,Pike,Clark,Hot Spring,-,-,-,-,$50K-$500K,,33.4,-94.63,33.48,-93.1,2,,175,Unmodified
19540430.48.27,State,1954-04-30,10:30:00,3,Texas,,,3,0,0,1760,19.2,Bowie,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.4,-94.63,33.58,-94.38,2,,175,Unmodified
19540430.48.27,State,1954-04-30,11:00:00,3,Arkansas,,,3,0,2,1760,92.4,Little River,Sevier,Howard,Hempstead,Pike,Clark,Hot Spring,-,-,-,-,-,$50K-$500K,,33.58,-94.38,33.48,-93.1,2,,175,Unmodified
19540501.48.28,Summary,1954-05-01,14:15:00,3,Texas,Oklahoma,-,4,0,2,440,68.6,Foard,Wilbarger,Tillman,Kiowa,-,-,-,-,-,-,-,-,$50K-$500K,,33.98,-99.72,34.65,-98.92,2,,195,Unmodified
19540501.48.28,State,1954-05-01,14:15:00,3,Texas,,,4,0,2,440,34,Foard,Wilbarger,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.98,-99.72,34.2,-99.18,2,,195,Unmodified
19540501.48.28,State,1954-05-01,14:16:00,3,Oklahoma,,,4,0,0,440,34.6,Tillman,Kiowa,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.2,-99.18,34.65,-98.92,2,,195,Unmodified
19540501.48.29,Summary,1954-05-01,19:00:00,3,Texas,-,-,1,0,4,30,1,Jack,-,-,-,-,-,-,-,-,-,-,-,-,,33.43,-98.38,-,-,1,,209,Unmodified
19540501.48.30,Summary,1954-05-01,21:00:00,3,Texas,-,-,1,0,0,33,1,Fannin,-,-,-,-,-,-,-,-,-,-,-,-,,33.6,-96.18,-,-,1,,212,Unmodified
19540501.48.31,Summary,1954-05-01,21:15:00,3,Texas,-,-,2,0,0,67,1.3,Clay,-,-,-,-,-,-,-,-,-,-,-,-,,33.55,-98.15,33.57,-98.13,1,,213,Unmodified
19540502.48.32,Summary,1954-05-02,01:00:00,3,Texas,-,-,1,0,0,10,0.1,Comanche,-,-,-,-,-,-,-,-,-,-,-,-,,32.12,-98.55,-,-,1,,214,Unmodified
19540502.48.33,Summary,1954-05-02,06:50:00,3,Texas,-,-,2,0,0,20,0.1,Gregg,-,-,-,-,-,-,-,-,-,-,-,-,,32.53,-94.95,32.53,-94.95,1,,217,Unmodified
19540502.48.34,Summary,1954-05-02,15:00:00,3,Texas,-,-,3,0,4,10,0.1,Henderson,-,-,-,-,-,-,-,-,-,-,-,-,,32.22,-95.67,-,-,1,,224,Unmodified
19540506.48.35,Summary,1954-05-06,08:00:00,3,Texas,-,-,1,0,0,10,0.1,Hunt,-,-,-,-,-,-,-,-,-,-,-,-,,33.27,-96.02,-,-,1,,231,Unmodified
19540506.48.36,Summary,1954-05-06,15:00:00,3,Texas,-,-,1,0,0,17,1,Eastland,-,-,-,-,-,-,-,-,-,-,-,-,,32.2,-99.08,-,-,1,,232,Unmodified
19540510.48.37,Summary,1954-05-10,14:30:00,3,Texas,-,-,1,0,0,10,0.1,Leon,-,-,-,-,-,-,-,-,-,-,-,-,,31.05,-96.13,-,-,1,,236,Unmodified
19540511.48.38,Summary,1954-05-11,20:00:00,3,Texas,-,-,1,0,0,10,0.1,Grimes,-,-,-,-,-,-,-,-,-,-,-,-,,30.38,-96.1,-,-,1,,237,Unmodified
19540511.48.39,Summary,1954-05-11,21:00:00,3,Texas,-,-,1,0,0,17,1,Lavaca,-,-,-,-,-,-,-,-,-,-,-,-,,29.28,-96.88,-,-,1,,238,Unmodified
19540512.48.40,Summary,1954-05-12,01:20:00,3,Texas,-,-,1,0,0,10,0.1,Chambers,-,-,-,-,-,-,-,-,-,-,-,-,,29.87,-94.62,-,-,1,,239,Unmodified
19540518.48.41,Summary,1954-05-18,15:00:00,3,Texas,-,-,1,0,0,10,0.1,Bosque,-,-,-,-,-,-,-,-,-,-,-,-,,31.63,-97.6,-,-,1,,247,Unmodified
19540519.48.42,Summary,1954-05-19,13:25:00,3,Texas,-,-,1,0,0,10,0.1,Bastrop,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.35,-97.37,-,-,1,,248,Unmodified
