Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19670601.48.67,Summary,1967-06-01,18:00:00,3,Texas,-,-,0,0,0,17,0.5,Hale,-,-,-,-,-,-,-,-,-,-,-,-,,34.1,-101.98,-,-,1,,358,Unmodified
19670601.48.68,Summary,1967-06-01,18:00:00,3,Texas,-,-,0,0,0,17,0.5,Hale,-,-,-,-,-,-,-,-,-,-,-,-,,34.1,-101.98,-,-,1,,359,Unmodified
19670601.48.69,Summary,1967-06-01,20:30:00,3,Texas,-,-,2,0,0,67,0.1,Lubbock,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.75,-101.85,-,-,1,,360,Unmodified
19670604.48.70,Summary,1967-06-04,19:10:00,3,Texas,-,-,0,0,0,17,0.5,Hale,-,-,-,-,-,-,-,-,-,-,-,-,,34.17,-102.08,-,-,1,,364,Unmodified
19670604.48.71,Summary,1967-06-04,21:05:00,3,Texas,-,-,1,0,0,33,1,Hale,-,-,-,-,-,-,-,-,-,-,-,-,,34.18,-101.7,-,-,1,,365,Unmodified
19670604.48.72,Summary,1967-06-04,21:05:00,3,Texas,-,-,0,0,0,33,1,Hale,-,-,-,-,-,-,-,-,-,-,-,-,,34.18,-101.7,-,-,1,,366,Unmodified
19670604.48.73,Summary,1967-06-04,21:05:00,3,Texas,-,-,0,0,0,33,1,Hale,-,-,-,-,-,-,-,-,-,-,-,-,,34.18,-101.7,-,-,1,,367,Unmodified
19670604.48.74,Summary,1967-06-04,21:50:00,3,Texas,-,-,0,0,0,33,1.5,Terry,-,-,-,-,-,-,-,-,-,-,-,-,,33.17,-102.23,-,-,1,,368,Unmodified
19670609.48.75,Summary,1967-06-09,17:00:00,3,Texas,-,-,1,0,0,37,2,Lipscomb,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.1,-100.03,-,-,1,,406,Unmodified
19670611.48.76,Summary,1967-06-11,17:00:00,3,Texas,-,-,2,0,0,100,1,McLennan,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.67,-97.3,-,-,1,,449,Unmodified
19670611.48.77,Summary,1967-06-11,18:30:00,3,Texas,-,-,2,0,0,50,0.1,Navarro,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.97,-96.65,-,-,1,,453,Unmodified
19670613.48.78,Summary,1967-06-13,17:00:00,3,Texas,-,-,1,0,0,1760,4.3,Terry,-,-,-,-,-,-,-,-,-,-,-,-,,33.17,-102.52,33.17,-102.45,1,,469,Unmodified
19670615.48.79,Summary,1967-06-15,08:15:00,3,Texas,-,-,1,0,0,33,43.2,Moore,Sherman,Hansford,-,-,-,-,-,-,-,-,-,-,,36.03,-101.82,36.5,-101.3,1,,508,Unmodified
19670615.48.80,Summary,1967-06-15,20:00:00,3,Texas,-,-,2,0,0,33,0.1,Randall,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.12,-101.78,-,-,1,,514,Unmodified
19670615.48.81,Summary,1967-06-15,22:00:00,3,Texas,-,-,0,0,0,33,0.1,Swisher,-,-,-,-,-,-,-,-,-,-,-,-,,34.73,-101.85,-,-,1,,515,Unmodified
19670623.48.82,Summary,1967-06-23,17:00:00,3,Texas,-,-,0,0,0,33,0.1,Moore,-,-,-,-,-,-,-,-,-,-,-,-,,35.87,-102.02,-,-,1,,540,Unmodified
19670628.48.83,Summary,1967-06-28,16:00:00,3,Texas,-,-,1,0,0,100,1,Hansford,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.18,-101.28,-,-,1,,549,Unmodified
19670628.48.84,Summary,1967-06-28,18:45:00,3,Texas,-,-,0,0,0,10,0.1,Oldham,-,-,-,-,-,-,-,-,-,-,-,-,,35.25,-102.42,-,-,1,,553,Unmodified
19670629.48.85,Summary,1967-06-29,17:30:00,3,Texas,-,-,2,0,0,33,1,Denton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.27,-97.22,-,-,1,,555,Unmodified
19670630.48.86,Summary,1967-06-30,17:30:00,3,Texas,-,-,0,0,0,33,0.1,Randall,-,-,-,-,-,-,-,-,-,-,-,-,,35.08,-102.03,-,-,1,,559,Unmodified
19670702.48.88,Summary,1967-07-02,22:00:00,3,Texas,-,-,0,0,0,33,0.2,Castro,-,-,-,-,-,-,-,-,-,-,-,-,,34.73,-102.05,-,-,1,,570,Unmodified
19670702.48.87,Summary,1967-07-02,22:20:00,3,Texas,-,-,0,0,0,33,0.1,Castro,-,-,-,-,-,-,-,-,-,-,-,-,,34.73,-102.05,-,-,1,,571,Unmodified
19670702.48.89,Summary,1967-07-02,22:20:00,3,Texas,-,-,0,0,0,33,0.1,Lamb,-,-,-,-,-,-,-,-,-,-,-,-,,33.9,-102.28,-,-,1,,572,Unmodified
19670702.48.90,Summary,1967-07-02,23:34:00,3,Texas,-,-,1,0,0,100,0.3,Swisher,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.55,-101.77,-,-,1,,573,Unmodified
19670703.48.91,Summary,1967-07-03,16:00:00,3,Texas,-,-,2,0,0,100,0.1,Smith,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,32.18,-95.3,-,-,1,,580,Unmodified
19670703.48.92,Summary,1967-07-03,19:30:00,3,Texas,-,-,2,0,0,50,1,Ochiltree,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.42,-100.75,-,-,1,,583,Unmodified
19670703.48.93,Summary,1967-07-03,21:30:00,3,Texas,-,-,3,0,0,33,2.3,Wheeler,-,-,-,-,-,-,-,-,-,-,-,-,,35.53,-100.45,35.5,-100.45,1,,587,Unmodified
19670703.48.94,Summary,1967-07-03,22:00:00,3,Texas,-,-,2,0,0,17,0.1,Hemphill,-,-,-,-,-,-,-,-,-,-,-,-,,35.85,-100.52,-,-,1,,588,Unmodified
19670706.48.95,Summary,1967-07-06,21:00:00,3,Texas,-,-,0,0,0,33,0.2,Harrison,-,-,-,-,-,-,-,-,-,-,-,-,,32.52,-94.58,-,-,1,,595,Unmodified
19670713.48.96,Summary,1967-07-13,14:52:00,3,Texas,-,-,2,0,0,33,0.1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.1,-94.1,-,-,1,,617,Unmodified
19670811.48.97,Summary,1967-08-11,15:20:00,3,Texas,-,-,0,0,0,17,0.1,Jim Wells,-,-,-,-,-,-,-,-,-,-,-,-,,27.75,-98.08,-,-,1,,669,Unmodified
19670811.48.98,Summary,1967-08-11,16:00:00,3,Texas,-,-,1,0,0,33,0.3,Jim Wells,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,27.75,-98.12,-,-,1,,670,Unmodified
19670818.48.99,Summary,1967-08-18,10:08:00,3,Texas,-,-,3,0,0,50,0.5,Galveston,-,-,-,-,-,-,-,-,-,-,-,-,,29.42,-94.92,-,-,1,,673,Unmodified
19670820.48.100,Summary,1967-08-20,17:00:00,3,Texas,-,-,1,0,0,1760,5.4,Cameron,-,-,-,-,-,-,-,-,-,-,-,-,,26.13,-97.58,26.15,-97.5,1,,677,Unmodified
19670820.48.101,Summary,1967-08-20,17:00:00,3,Texas,-,-,1,0,0,100,1,Cameron,-,-,-,-,-,-,-,-,-,-,-,-,,26.08,-97.58,-,-,1,,678,Unmodified
19670903.48.102,Summary,1967-09-03,22:00:00,3,Texas,-,-,0,0,0,10,0.1,Castro,-,-,-,-,-,-,-,-,-,-,-,-,,34.62,-102.02,-,-,1,,684,Unmodified
19670904.48.103,Summary,1967-09-04,19:35:00,3,Texas,-,-,0,0,0,33,0.1,Williamson,-,-,-,-,-,-,-,-,-,-,-,-,,30.72,-97.55,-,-,1,,685,Unmodified
19670918.48.104,Summary,1967-09-18,05:30:00,3,Texas,-,-,0,0,0,10,0.1,Karnes,-,-,-,-,-,-,-,-,-,-,-,-,,28.82,-97.82,-,-,1,,691,Unmodified
19670919.48.105,Summary,1967-09-19,02:00:00,3,Texas,-,-,0,0,0,10,0.1,Hidalgo,-,-,-,-,-,-,-,-,-,-,-,-,,26.3,-98.15,-,-,1,,693,Unmodified
19670919.48.106,Summary,1967-09-19,05:00:00,3,Texas,-,-,1,0,0,10,0.1,Colorado,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.43,-96.38,-,-,1,,694,Unmodified
19670919.48.107,Summary,1967-09-19,05:00:00,3,Texas,-,-,1,0,0,10,0.1,Colorado,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.43,-96.38,-,-,1,,695,Unmodified
19670919.48.108,Summary,1967-09-19,20:00:00,3,Texas,-,-,0,0,0,33,0.1,Wharton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.4,-96.08,-,-,1,,697,Unmodified
19670919.48.109,Summary,1967-09-19,20:00:00,3,Texas,-,-,1,0,0,10,0.1,Liberty,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.03,-94.68,-,-,1,,698,Unmodified
19670919.48.110,Summary,1967-09-19,20:00:00,3,Texas,-,-,1,0,0,10,0.1,Liberty,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,30.05,-94.68,-,-,1,,699,Unmodified
19670920.48.111,Summary,1967-09-20,03:00:00,3,Texas,-,-,1,0,1,10,0.1,Victoria,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.82,-96.97,-,-,1,,700,Unmodified
19670920.48.112,Summary,1967-09-20,03:10:00,3,Texas,-,-,2,0,1,10,15.4,Calhoun,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,28.42,-96.75,28.5,-96.52,1,,701,Unmodified
19670920.48.113,Summary,1967-09-20,04:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.67,-97.42,-,-,1,,702,Unmodified
19670920.48.114,Summary,1967-09-20,04:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.67,-97.42,-,-,1,,703,Unmodified
19670920.48.115,Summary,1967-09-20,04:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.67,-97.42,-,-,1,,704,Unmodified
19670920.48.116,Summary,1967-09-20,04:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.67,-97.42,-,-,1,,705,Unmodified
19670920.48.117,Summary,1967-09-20,04:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.67,-97.42,-,-,1,,706,Unmodified
19670920.48.118,Summary,1967-09-20,04:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.67,-97.42,-,-,1,,707,Unmodified
19670920.48.119,Summary,1967-09-20,04:20:00,3,Texas,-,-,1,0,1,10,0.1,Calhoun,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.58,-96.62,-,-,1,,708,Unmodified
19670920.48.120,Summary,1967-09-20,05:00:00,3,Texas,-,-,1,0,0,10,0.1,Colorado,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,26.3,-98.15,-,-,1,,709,Unmodified
19670920.48.121,Summary,1967-09-20,05:00:00,3,Texas,-,-,3,4,7,100,1,Matagorda,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.7,-96.22,-,-,1,,710,Unmodified
19670920.48.122,Summary,1967-09-20,05:28:00,3,Texas,-,-,0,0,0,10,0.1,Bexar,-,-,-,-,-,-,-,-,-,-,-,-,,29.5,-98.52,-,-,1,,711,Unmodified
19670920.48.123,Summary,1967-09-20,05:30:00,3,Texas,-,-,1,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.78,-96.33,-,-,1,,712,Unmodified
19670920.48.124,Summary,1967-09-20,05:30:00,3,Texas,-,-,1,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.83,-96.5,-,-,1,,713,Unmodified
19670920.48.125,Summary,1967-09-20,07:00:00,3,Texas,-,-,0,0,0,10,0.1,Kleberg,-,-,-,-,-,-,-,-,-,-,-,-,,27.47,-97.78,-,-,1,,714,Unmodified
19670920.48.126,Summary,1967-09-20,07:00:00,3,Texas,-,-,1,0,0,10,0.1,Fort Bend,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.35,-95.92,-,-,1,,715,Unmodified
19670920.48.127,Summary,1967-09-20,08:00:00,3,Texas,-,-,1,0,0,33,1,Matagorda,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.72,-96.18,-,-,1,,716,Unmodified
19670920.48.128,Summary,1967-09-20,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Matagorda,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.93,-96.2,-,-,1,,717,Unmodified
19670920.48.129,Summary,1967-09-20,08:00:00,3,Texas,-,-,1,0,0,10,0.1,Wharton,-,-,-,-,-,-,-,-,-,-,-,<$50,,29.12,-96.4,-,-,1,,718,Unmodified
19670920.48.130,Summary,1967-09-20,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Kleberg,-,-,-,-,-,-,-,-,-,-,-,-,,27.32,-97.48,-,-,1,,719,Unmodified
19670920.48.131,Summary,1967-09-20,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,28.85,-96.33,-,-,1,,720,Unmodified
19670920.48.132,Summary,1967-09-20,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Victoria,-,-,-,-,-,-,-,-,-,-,-,-,,28.88,-96.8,-,-,1,,721,Unmodified
19670920.48.133,Summary,1967-09-20,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Victoria,-,-,-,-,-,-,-,-,-,-,-,-,,28.88,-96.8,-,-,1,,722,Unmodified
19670920.48.134,Summary,1967-09-20,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Victoria,-,-,-,-,-,-,-,-,-,-,-,-,,28.88,-96.8,-,-,1,,723,Unmodified
19670920.48.135,Summary,1967-09-20,08:00:00,3,Texas,-,-,1,0,2,10,0.1,Wharton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.3,-96.1,-,-,1,,724,Unmodified
19670920.48.136,Summary,1967-09-20,08:00:00,3,Texas,-,-,1,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,28.95,-96.75,-,-,1,,725,Unmodified
19670920.48.137,Summary,1967-09-20,08:00:00,3,Texas,-,-,3,0,3,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,29.07,-96.52,-,-,1,,726,Unmodified
19670920.48.138,Summary,1967-09-20,08:20:00,3,Texas,-,-,2,0,0,10,13.8,Brazoria,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.15,-95.43,29.27,-95.25,1,,727,Unmodified
19670920.48.139,Summary,1967-09-20,08:50:00,3,Texas,-,-,0,0,0,10,0.1,Matagorda,-,-,-,-,-,-,-,-,-,-,-,-,,28.95,-96.07,-,-,1,,728,Unmodified
19670920.48.140,Summary,1967-09-20,09:00:00,3,Texas,-,-,1,0,1,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.85,-96.67,-,-,1,,729,Unmodified
19670920.48.141,Summary,1967-09-20,09:15:00,3,Texas,-,-,1,0,3,10,0.1,Lavaca,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.5,-96.9,-,-,1,,730,Unmodified
19670920.48.142,Summary,1967-09-20,09:20:00,3,Texas,-,-,1,1,1,10,0.1,Wharton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.37,-96.28,-,-,1,,731,Unmodified
19670920.48.143,Summary,1967-09-20,09:30:00,3,Texas,-,-,1,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.85,-96.53,-,-,1,,732,Unmodified
19670920.48.144,Summary,1967-09-20,09:30:00,3,Texas,-,-,1,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.85,-96.53,-,-,1,,733,Unmodified
19670920.48.145,Summary,1967-09-20,09:30:00,3,Texas,-,-,1,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.85,-96.53,-,-,1,,734,Unmodified
19670920.48.146,Summary,1967-09-20,10:00:00,3,Texas,-,-,1,0,1,33,0.5,Travis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.28,-97.75,-,-,1,,735,Unmodified
19670920.48.147,Summary,1967-09-20,10:00:00,3,Texas,-,-,0,0,0,33,0.1,Travis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.08,-97.73,-,-,1,,736,Unmodified
19670920.48.148,Summary,1967-09-20,10:00:00,3,Texas,-,-,0,0,0,33,0.1,Travis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.12,-97.63,-,-,1,,737,Unmodified
19670920.48.149,Summary,1967-09-20,10:00:00,3,Texas,-,-,0,0,0,33,0.1,Travis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.25,-97.72,-,-,1,,738,Unmodified
19670920.48.150,Summary,1967-09-20,10:00:00,3,Texas,-,-,1,0,0,33,1,Travis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.33,-97.72,-,-,1,,739,Unmodified
19670920.48.151,Summary,1967-09-20,10:15:00,3,Texas,-,-,1,0,0,10,0.1,Bee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.42,-97.88,-,-,1,,740,Unmodified
19670920.48.152,Summary,1967-09-20,10:15:00,3,Texas,-,-,0,0,0,10,0.1,DeWitt,-,-,-,-,-,-,-,-,-,-,-,-,,29.1,-97.28,-,-,1,,741,Unmodified
19670920.48.153,Summary,1967-09-20,10:20:00,3,Texas,-,-,1,0,1,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.88,-96.58,-,-,1,,742,Unmodified
19670920.48.154,Summary,1967-09-20,10:35:00,3,Texas,-,-,1,0,0,10,0.1,Karnes,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.83,-97.92,-,-,1,,743,Unmodified
19670920.48.155,Summary,1967-09-20,10:45:00,3,Texas,-,-,1,0,0,10,0.1,Hays,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.95,-97.8,-,-,1,,744,Unmodified
19670920.48.156,Summary,1967-09-20,10:45:00,3,Texas,-,-,0,0,0,10,0.1,Hays,-,-,-,-,-,-,-,-,-,-,-,<$50,,29.95,-97.8,-,-,1,,745,Unmodified
19670920.48.157,Summary,1967-09-20,11:00:00,3,Texas,-,-,1,0,0,10,0.1,Gonzales,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.35,-97.32,-,-,1,,746,Unmodified
19670920.48.158,Summary,1967-09-20,11:00:00,3,Texas,-,-,1,0,0,10,7.7,Gonzales,-,-,-,-,-,-,-,-,-,-,-,-,,29.35,-97.32,29.43,-97.23,1,,747,Unmodified
19670920.48.159,Summary,1967-09-20,11:07:00,3,Texas,-,-,3,0,4,333,4.3,Lavaca,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,29.35,-97.07,29.35,-97,1,,748,Unmodified
19670920.48.160,Summary,1967-09-20,12:25:00,3,Texas,-,-,0,0,0,10,0.1,Mason,-,-,-,-,-,-,-,-,-,-,-,-,,30.73,-99.23,-,-,1,,749,Unmodified
19670920.48.161,Summary,1967-09-20,12:30:00,3,Texas,-,-,1,0,1,10,0.1,Gonzales,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,29.5,-97.42,-,-,1,,750,Unmodified
19670920.48.162,Summary,1967-09-20,13:15:00,3,Texas,-,-,1,0,0,10,0.1,Guadalupe,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.67,-98.07,-,-,1,,751,Unmodified
19670920.48.163,Summary,1967-09-20,13:30:00,3,Texas,-,-,0,0,0,10,0.1,Galveston,-,-,-,-,-,-,-,-,-,-,-,-,,29.42,-94.83,-,-,1,,752,Unmodified
19670920.48.164,Summary,1967-09-20,14:00:00,3,Texas,-,-,3,0,0,67,5,Comal,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,29.65,-98.12,-,-,1,,753,Unmodified
19670920.48.165,Summary,1967-09-20,14:11:00,3,Texas,-,-,0,0,0,10,0.1,Wilson,-,-,-,-,-,-,-,-,-,-,-,-,,29.37,-97.95,-,-,1,,754,Unmodified
19670920.48.166,Summary,1967-09-20,15:00:00,3,Texas,-,-,3,0,3,167,2,Lavaca,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.45,-96.85,-,-,1,,755,Unmodified
19670920.48.167,Summary,1967-09-20,15:30:00,3,Texas,-,-,0,0,0,10,0.1,DeWitt,-,-,-,-,-,-,-,-,-,-,-,-,,28.95,-97.52,-,-,1,,756,Unmodified
19670920.48.168,Summary,1967-09-20,16:40:00,3,Texas,-,-,1,0,0,10,0.1,Victoria,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,28.7,-97.08,-,-,1,,757,Unmodified
19670920.48.169,Summary,1967-09-20,17:00:00,3,Texas,-,-,1,0,0,10,0.1,Guadalupe,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.6,-97.08,-,-,1,,759,Unmodified
19670920.48.170,Summary,1967-09-20,17:15:00,3,Texas,-,-,1,0,0,10,0.1,Burnet,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,30.58,-98.28,-,-,1,,761,Unmodified
19670920.48.171,Summary,1967-09-20,17:30:00,3,Texas,-,-,1,0,1,100,1,Burnet,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,30.77,-98.22,-,-,1,,762,Unmodified
19670920.48.172,Summary,1967-09-20,19:05:00,3,Texas,-,-,0,0,0,10,0.1,Fayette,-,-,-,-,-,-,-,-,-,-,-,-,,29.98,-96.88,-,-,1,,763,Unmodified
19670920.48.173,Summary,1967-09-20,21:00:00,3,Texas,-,-,1,0,0,300,1,Medina,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.13,-98.92,-,-,1,,764,Unmodified
19670920.48.174,Summary,1967-09-20,21:05:00,3,Texas,-,-,3,0,3,100,1.5,Aransas,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,28.07,-97.05,-,-,1,,765,Unmodified
19670920.48.175,Summary,1967-09-20,22:00:00,3,Texas,-,-,1,0,1,10,0.1,Wharton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.5,-96.33,-,-,1,,766,Unmodified
19670920.48.176,Summary,1967-09-20,23:00:00,3,Texas,-,-,3,0,0,10,19.9,Austin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.82,-96.23,29.97,-95.95,1,,767,Unmodified
19670920.48.177,Summary,1967-09-20,23:00:00,3,Texas,-,-,3,0,0,10,19.9,Austin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.82,-96.23,29.97,-95.95,1,,768,Unmodified
19670921.48.178,Summary,1967-09-21,02:00:00,3,Texas,-,-,1,0,0,17,0.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.05,-96.52,-,-,1,,770,Unmodified
19670921.48.179,Summary,1967-09-21,04:00:00,3,Texas,-,-,1,0,0,33,0.5,Fayette,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.72,-96.88,-,-,1,,771,Unmodified
19670921.48.180,Summary,1967-09-21,05:00:00,3,Texas,-,-,2,0,0,33,1,Colorado,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.57,-96.73,-,-,1,,772,Unmodified
19670921.48.181,Summary,1967-09-21,06:15:00,3,Texas,-,-,0,0,0,10,0.1,Burnet,-,-,-,-,-,-,-,-,-,-,-,-,,30.77,-98.08,-,-,1,,773,Unmodified
19670921.48.182,Summary,1967-09-21,06:15:00,3,Texas,-,-,1,0,0,10,0.1,Wharton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.25,-95.9,-,-,1,,774,Unmodified
19670921.48.183,Summary,1967-09-21,07:10:00,3,Texas,-,-,0,0,0,33,1,Harris,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.93,-95.12,-,-,1,,775,Unmodified
19670921.48.184,Summary,1967-09-21,08:00:00,3,Texas,-,-,0,0,0,10,0.1,Liberty,-,-,-,-,-,-,-,-,-,-,-,-,,30.08,-94.55,-,-,1,,776,Unmodified
19670921.48.185,Summary,1967-09-21,08:25:00,3,Texas,-,-,0,0,0,17,0.1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,-,,29.87,-94.32,-,-,1,,777,Unmodified
19670921.48.186,Summary,1967-09-21,09:25:00,3,Texas,-,-,2,0,3,50,2,Harris,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.93,-95.37,-,-,1,,778,Unmodified
19670921.48.187,Summary,1967-09-21,10:00:00,3,Texas,-,-,1,0,0,10,0.1,Jim Wells,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,27.77,-98.1,-,-,1,,780,Unmodified
19670921.48.188,Summary,1967-09-21,10:00:00,3,Texas,-,-,1,0,0,10,0.1,Jim Wells,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,27.77,-98.1,-,-,1,,781,Unmodified
19670921.48.189,Summary,1967-09-21,10:45:00,3,Texas,-,-,1,0,0,33,1,Orange,-,-,-,-,-,-,-,-,-,-,-,-,,30.05,-93.9,-,-,1,,782,Unmodified
19670921.48.190,Summary,1967-09-21,10:47:00,3,Texas,-,-,1,0,1,33,1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.98,-93.97,-,-,1,,783,Unmodified
19670921.48.191,Summary,1967-09-21,11:10:00,3,Texas,-,-,0,0,0,10,0.1,Brazoria,-,-,-,-,-,-,-,-,-,-,-,-,,29.05,-95.7,-,-,1,,784,Unmodified
19670921.48.192,Summary,1967-09-21,11:39:00,3,Texas,-,-,0,0,0,33,0.1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,29.88,-94.23,-,-,1,,785,Unmodified
19670921.48.193,Summary,1967-09-21,12:00:00,3,Texas,-,-,1,0,0,10,0.1,Travis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.42,-97.93,-,-,1,,786,Unmodified
19670921.48.194,Summary,1967-09-21,13:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.83,-97.23,-,-,1,,787,Unmodified
19670921.48.195,Summary,1967-09-21,15:00:00,3,Texas,-,-,1,0,0,10,0.1,Karnes,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,28.88,-97.83,-,-,1,,788,Unmodified
19670921.48.196,Summary,1967-09-21,15:00:00,3,Texas,-,-,0,0,0,10,0.1,Goliad,-,-,-,-,-,-,-,-,-,-,-,-,,28.53,-97.62,-,-,1,,789,Unmodified
19670921.48.199,Summary,1967-09-21,15:00:00,3,Texas,-,-,0,0,0,33,0.1,Brewster,-,-,-,-,-,-,-,-,-,-,-,-,,29.5,-103.2,-,-,1,,790,Unmodified
19670921.48.197,Summary,1967-09-21,16:00:00,3,Texas,-,-,0,0,0,10,0.1,San Patricio,-,-,-,-,-,-,-,-,-,-,-,-,,28.05,-97.52,-,-,1,,791,Unmodified
19670921.48.198,Summary,1967-09-21,19:36:00,3,Texas,-,-,0,0,0,10,0.1,Wilson,-,-,-,-,-,-,-,-,-,-,-,-,,29.08,-98,-,-,1,,793,Unmodified
